Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 264+265-NT1+2-94m-p1trap,Coverage (%) 266+267-NT3+4--265m-p1trap,Coverage (%) 268_269-NT5+6-965m-p2trap,Coverage (%) 111-2012-105m-bb2trap,Coverage (%) 97-2012-750m-bb2trap,Area 264+265-NT1+2-94m-p1trap,Area 266+267-NT3+4--265m-p1trap,Area 268_269-NT5+6-965m-p2trap,Area 111-2012-105m-bb2trap,Area 97-2012-750m-bb2trap,#Peptides,#Unique,#Spec 264+265-NT1+2-94m-p1trap,#Spec 266+267-NT3+4--265m-p1trap,#Spec 268_269-NT5+6-965m-p2trap,#Spec 111-2012-105m-bb2trap,#Spec 97-2012-750m-bb2trap,PTM,Avg. Mass,Description
1390,4426,EAQ02974.1,23.67,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,,45243,tRNA modification GTPase [Pseudooceanicola batsensis HTCC2597]
1623,3922,WP_012842941,23.67,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,,87770,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase Rhodothermus marinus
617,3304,KJS05248,23.63,1,0,0,0,1,0,,,,0E0,,2,1,0,0,0,2,0,,160711,DNA-directed RNA polymerase subunit beta' Flavobacteriales bacterium BRH_c54
2108,2932,ETNP14_68,23.62,3,0,0,0,3,0,,,,1.67E4,,1,1,0,0,0,1,0,,54333,Helicase IV
2108,3081,ETNP_60,23.62,3,0,0,0,3,0,,,,1.67E4,,1,1,0,0,0,1,0,,50448,Helicase IV
2108,3089,ETNP14_68,23.62,2,0,0,0,2,0,,,,1.67E4,,1,1,0,0,0,1,0,,76047,Helicase IV
2909,3193,WP_009605828,23.56,4,0,0,0,4,0,,,,0E0,,1,1,0,0,0,1,0,,34015,hypothetical protein SAR116 cluster alpha proteobacterium HIMB100
2910,3194,ETNP14_120,23.55,6,0,0,0,6,0,,,,1.9E6,,1,1,0,0,0,1,0,,15874,Succinyl-CoA ligase [ADP-forming] subunit alpha
2911,3199,ETNP_120,23.53,1,0,0,0,1,0,,,,6.84E4,,1,1,0,0,0,1,0,,136871,hypothetical protein
1253,5044,XP_003055111,23.47,0,0,0,0,0,0,,,,,,1,0,0,0,1,0,0,,176378,predicted protein  Micromonas pusilla CCMP1545
1621,3864,Fosmid_PROKKA_04369,23.47,2,0,0,2,0,0,,,,,,1,0,0,0,1,0,0,,26604,Electron transfer flavoprotein subunit beta
1441,2859,ETNP_120,23.46,1,0,0,0,1,0,,,,9.73E5,,1,1,0,0,0,1,0,,79966,hypothetical protein
589,3681,ACL66228.1,23.42,1,0,0,0,0,1,,,,,,2,0,0,0,1,0,1,,147489,response regulator receiver [Anaeromyxobacter dehalogenans 2CP-1]
2249,7552,ETNP_160,23.36,1,1,0,0,0,0,0E0,,,,,1,1,1,0,0,0,0,,73952,Carbamoyl-phosphate synthase large chain
2249,11481,ETNP14_68,23.36,2,2,0,0,0,0,0E0,,,,,1,1,1,0,0,0,0,,30204,Diguanylate cyclase DosC
2914,3258,ETNP14_68,23.36,5,0,0,0,5,0,,,,0E0,,1,1,0,0,0,1,0,,22113,hypothetical protein
2254,7690,WP_012844619,23.33,3,0,0,3,0,0,,,0E0,,,1,1,0,0,1,0,0,Oxidation (M),52667,glutamate dehydrogenase Rhodothermus marinus
1336,5036,CAN95471.1,23.32,4,0,0,4,0,0,,,8.67E2,,,1,1,0,0,1,0,0,,66050,deaD3 [Sorangium cellulosum So ce56]
2916,3441,ETNP_120,23.31,4,0,0,0,4,0,,,,5.07E5,,1,1,0,0,0,1,0,Carbamidomethylation,27803,hypothetical protein
2916,3443,ETNP_120,23.31,2,0,0,0,2,0,,,,5.07E5,,1,1,0,0,0,1,0,Carbamidomethylation,62915,hypothetical protein
2916,3444,ETNP_180,23.31,2,0,0,0,2,0,,,,5.07E5,,1,1,0,0,0,1,0,Carbamidomethylation,63977,hypothetical protein
2916,3445,ETNP_300,23.31,2,0,0,0,2,0,,,,5.07E5,,1,1,0,0,0,1,0,Carbamidomethylation,63815,hypothetical protein
2916,3446,ETNP_120,23.31,1,0,0,0,1,0,,,,5.07E5,,1,1,0,0,0,1,0,Carbamidomethylation,86718,hypothetical protein
622,4090,XP_003064481,23.30,0,0,0,0,0,0,,,,2.2E5,,2,1,0,0,1,1,0,,432547,predicted protein  Micromonas pusilla CCMP1545
2570,5880,virus_CCADEAMM_32868,23.30,4,0,0,0,0,4,,,,,9.44E3,1,1,0,0,0,0,1,Oxidation (M),41856,hypothetical protein
818,8422,ETNP_120,23.25,2,0,0,2,0,0,,,,,,2,0,0,0,2,0,0,,48064,Peptidase M16 inactive domain protein
2560,3173,XP_003056954,23.13,5,0,0,0,5,0,,,,0E0,,1,1,0,0,0,1,0,,34693,predicted protein  Micromonas pusilla CCMP1545
1193,4313,EJK69193,23.13,0,0,0,0,0,0,,,,,,1,0,0,0,1,0,0,,205569,hypothetical protein THAOC_09577  Thalassiosira oceanica
1427,6838,EJK59397,23.13,0,0,0,0,0,0,,,,,,1,0,0,0,1,0,0,,214676,hypothetical protein THAOC_20388  Thalassiosira oceanica
1534,5850,EDP94303.1,23.13,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,,86508,beta-glucosidase [Kordia algicida OT-1]
1563,8858,WP_048498694,23.13,0,0,0,0,0,0,,,,,,1,0,0,0,1,0,0,,121649,cell envelope biogenesis protein OmpA Chryseobacterium koreense
1978,7590,ETNP_160,23.13,2,0,0,2,0,0,,,,,,1,0,0,0,1,0,0,,32349,Signal recognition particle receptor FtsY
2966,14346,ETNP_90,23.10,8,8,0,0,0,0,0E0,,,,,1,1,1,0,0,0,0,Oxidation (M),17514,Putative thioesterase (yiiD_Cterm)
2115,3059,WP_009604326,23.08,2,0,0,0,2,0,,,,0E0,,1,1,0,0,0,1,0,,86599,phenylalanine--tRNA ligase subunit beta SAR116 cluster alpha proteobacterium HIMB100
1820,3749,WP_031445700,23.06,7,0,0,0,7,0,,,,2.32E4,,1,1,0,0,0,1,0,,21721,hypothetical protein  Arenibacter algicola
2561,3175,XP_003056572,23.06,5,0,0,0,5,0,,,,6.53E5,,1,1,0,0,0,1,0,,24941,ras-related protein rab28-like protein  Micromonas pusilla CCMP1545
374,6069,WP_007231818,23.02,5,0,0,5,0,0,,,6.64E4,,,2,1,0,0,3,0,0,,36330,LysR family transcriptional regulator gamma proteobacterium HTCC2207
1400,4950,WP_011311110,23.00,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,,51481,GTPase Der Thiobacillus denitrificans
712,3489,ETNP_140,22.97,2,0,0,1,1,0,,,,,,2,0,0,0,1,1,0,,78500,Lon protease 2
712,3496,ETNP_300,22.97,1,0,0,1,1,0,,,,,,2,0,0,0,1,1,0,,90166,Lon protease 2
712,3497,ETNP_160,22.97,1,0,0,1,1,0,,,,,,2,0,0,0,1,1,0,,90166,Lon protease 2
2571,6336,ETNP14_68,22.86,6,0,0,0,0,6,,,,,1.43E4,1,1,0,0,0,0,1,,31507,Electron transfer flavoprotein subunit alpha
2124,4035,WP_038129775.1,22.86,2,2,0,0,0,0,0E0,,,,,1,1,1,0,0,0,0,,70845,hypothetical protein [Verrucomicrobia bacterium SCGC AAA168-F10]
2931,10393,ETNP14_120,22.83,6,0,6,0,0,0,,6.27E4,,,,1,1,0,1,0,0,0,Carbamidomethylation; Oxidation (M),37932,3 beta-hydroxysteroid dehydrogenase/Delta 5to4-isomerase
1519,5223,ABS64125.1,22.82,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,,82306,hypothetical protein Plav_2516 [Parvibaculum lavamentivorans DS-1]
1725,8010,ETNP14_120,22.82,0,0,0,0,0,0,,,,,,1,0,0,0,1,0,0,,120125,Isoleucine--tRNA ligase
1852,4936,ETNP14_120,22.82,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,,49458,Transcriptional activator NprA
1961,7259,ETNP_120,22.82,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,,45556,Protease 3 precursor
2005,8397,WP_012910821,22.82,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,,95111,ATP-dependent Clp protease ATP-binding protein Pirellula staleyi
2005,9709,WP_013108882.1,22.82,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,,94982,ATP-dependent Clp protease ATP-binding subunit [Planctopirus limnophila]
2227,7165,CAN93012.1,22.82,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,,41761,Acyl-CoA dehydrogenase [Sorangium cellulosum So ce56]
1782,18629,KUK92604,22.82,1,0,0,1,0,0,,,0E0,,,1,1,0,0,1,0,0,,113186,Fibronectin type III domain protein Marinimicrobia bacterium 46_43
2113,3013,ETNP_180,22.81,3,0,0,0,3,0,,,,9.33E5,,1,1,0,0,0,1,0,Oxidation (M),38917,S-(hydroxymethyl)glutathione dehydrogenase
2113,3014,ETNP_140,22.81,3,0,0,0,3,0,,,,9.33E5,,1,1,0,0,0,1,0,Oxidation (M),38917,S-(hydroxymethyl)glutathione dehydrogenase
2113,3015,ETNP_120,22.81,3,0,0,0,3,0,,,,9.33E5,,1,1,0,0,0,1,0,Oxidation (M),38917,S-(hydroxymethyl)glutathione dehydrogenase
2113,3016,ETNP_160,22.81,3,0,0,0,3,0,,,,9.33E5,,1,1,0,0,0,1,0,Oxidation (M),38917,S-(hydroxymethyl)glutathione dehydrogenase
2113,3017,ETNP_120,22.81,3,0,0,0,3,0,,,,9.33E5,,1,1,0,0,0,1,0,Oxidation (M),38917,S-(hydroxymethyl)glutathione dehydrogenase
2113,3018,ETNP_300,22.81,3,0,0,0,3,0,,,,9.33E5,,1,1,0,0,0,1,0,Oxidation (M),38917,S-(hydroxymethyl)glutathione dehydrogenase
2113,3019,ETNP_120,22.81,3,0,0,0,3,0,,,,9.33E5,,1,1,0,0,0,1,0,Oxidation (M),39443,S-(hydroxymethyl)glutathione dehydrogenase
2113,3020,ETNP_150,22.81,3,0,0,0,3,0,,,,9.33E5,,1,1,0,0,0,1,0,Oxidation (M),39443,S-(hydroxymethyl)glutathione dehydrogenase
2113,3338,ETNP_100,22.81,5,0,0,0,5,0,,,,9.33E5,,1,1,0,0,0,1,0,Oxidation (M),24652,S-(hydroxymethyl)glutathione dehydrogenase
2113,4287,NP_30,22.81,5,0,0,0,5,0,,,,9.33E5,,1,1,0,0,0,1,0,Oxidation (M),22224,S-(hydroxymethyl)glutathione dehydrogenase
1586,2958,ETNP_100,22.73,3,0,0,0,3,0,,,,0E0,,1,1,0,0,0,1,0,,46947,Enolase
1586,2959,ETNP_120,22.73,3,0,0,0,3,0,,,,0E0,,1,1,0,0,0,1,0,,46933,Enolase
802,5744,WP_025049331,22.66,1,0,0,0,0,0,,,,2.93E5,,2,1,0,0,1,1,0,,195023,hypothetical protein Sulfitobacter mediterraneus
442,3226,virus_CCADEAMM_16874,22.60,1,0,1,1,0,0,,4.84E5,1.43E5,,,1,1,0,2,1,0,0,,217836,hypothetical protein
662,3331,ETNP_90,22.57,1,1,1,0,0,0,1.26E6,8.53E4,,,,1,1,1,1,0,0,0,,62401,hypothetical protein
719,4259,ACA19469.1,22.55,2,0,0,1,1,0,,,,1.63E6,,2,1,0,0,1,1,0,,94639,diguanylate cyclase/phosphodiesterase [Methylobacterium sp. 4-46]
2569,5389,ETNP14_120,22.47,13,0,0,0,13,0,,,,1.27E5,,1,1,0,0,0,1,0,,15726,SPFH domain / Band 7 family protein
1818,3643,ACI98211.1,22.46,2,0,0,0,2,0,,,,1.68E6,,1,1,0,0,0,1,0,,36739,Cytochrome c oxidase subunit II (Heme/copper-type cytochrome/quinol oxidase) [Rhodospirillum centenum SW]
2564,3575,ETNP_180,22.43,3,0,0,0,3,0,,,,2.59E5,,1,1,0,0,0,1,0,,37952,hypothetical protein
1588,2992,ABE37584.1,22.37,2,0,0,0,2,0,,,,6.96E5,,1,1,0,0,0,1,0,,84550,Oxidoreductase alpha (molybdopterin) subunit [Rhodopseudomonas palustris BisB5]
1587,2971,EJK49658,22.37,1,0,0,0,1,0,,,,0E0,,1,1,0,0,0,1,0,,142738,hypothetical protein THAOC_31441  Thalassiosira oceanica
2114,3035,XP_003064790,22.32,1,0,0,0,1,0,,,,3.43E5,,1,1,0,0,0,1,0,,112843,predicted protein  Micromonas pusilla CCMP1545
1591,3034,ETNP14_68,22.26,2,0,0,0,2,0,,,,3.11E5,,1,1,0,0,0,1,0,,50466,3-succinoylsemialdehyde-pyridine dehydrogenase
1591,3037,WP_011783983,22.26,2,0,0,0,2,0,,,,3.11E5,,1,1,0,0,0,1,0,,52699,aldehyde dehydrogenase Marinobacter hydrocarbonoclasticus
1591,3047,ABA59362.1,22.26,2,0,0,0,2,0,,,,3.11E5,,1,1,0,0,0,1,0,,56985,Aldehyde dehydrogenase (NAD+) [Nitrosococcus oceani ATCC 19707]
1591,3083,ETNP14_68,22.26,2,0,0,0,2,0,,,,3.11E5,,1,1,0,0,0,1,0,,50497,3-succinoylsemialdehyde-pyridine dehydrogenase
1591,4156,ABQ67070.1,22.26,2,0,0,0,2,0,,,,3.11E5,,1,1,0,0,0,1,0,,55382,aldehyde dehydrogenase [Sphingomonas wittichii RW1]
1591,5067,ETNP14_120,22.26,2,0,0,0,2,0,,,,3.11E5,,1,1,0,0,0,1,0,,53613,Phenylacetaldehyde dehydrogenase
1591,5171,WP_010509361,22.26,2,0,0,0,2,0,,,,3.11E5,,1,1,0,0,0,1,0,,54342,aldehyde dehydrogenase SAR324 cluster bacterium SCGC AAA001-C10
2923,7766,ETNP_140,22.22,7,0,0,0,7,0,,,,1.55E5,,1,1,0,0,0,1,0,,19073,single-stranded DNA-binding protein
2923,7767,ETNP_120,22.22,7,0,0,0,7,0,,,,1.55E5,,1,1,0,0,0,1,0,,20771,single-stranded DNA-binding protein
2923,7768,ETNP_160,22.22,7,0,0,0,7,0,,,,1.55E5,,1,1,0,0,0,1,0,,20771,single-stranded DNA-binding protein
2923,7769,ETNP_300,22.22,6,0,0,0,6,0,,,,1.55E5,,1,1,0,0,0,1,0,,21099,single-stranded DNA-binding protein
2923,7770,ETNP_180,22.22,6,0,0,0,6,0,,,,1.55E5,,1,1,0,0,0,1,0,,21099,single-stranded DNA-binding protein
2923,7771,ETNP_120,22.22,6,0,0,0,6,0,,,,1.55E5,,1,1,0,0,0,1,0,,21099,single-stranded DNA-binding protein
1590,3026,ETNP_120,22.20,4,0,0,0,4,0,,,,,,1,0,0,0,0,1,0,,32845,Ornithine aminotransferase
1806,3072,ETNP_100,22.20,4,0,0,0,4,0,,,,,,1,0,0,0,0,1,0,,37358,Ornithine aminotransferase
2925,8164,ETNP14_68,22.17,8,0,0,0,8,0,,,,0E0,,1,1,0,0,0,1,0,,12915,Ribosome-binding factor A
1265,2982,ETNP_120,22.16,1,0,0,0,1,0,,,,2.54E5,,1,1,0,0,0,1,0,,82316,hypothetical protein
2675,11356,SAR202_JMBHMLPD,22.11,3,0,0,3,0,0,,,0E0,,,1,1,0,0,1,0,0,,37182,hypothetical protein
1810,3168,ETNP_300,22.05,5,0,0,0,5,0,,,,2.89E5,,1,1,0,0,0,1,0,,16285,hypothetical protein
1810,9028,XP_003056366,22.05,1,0,0,0,1,0,,,,2.89E5,,1,1,0,0,0,1,0,,66881,predicted protein  Micromonas pusilla CCMP1545
519,9901,ETNP_120,22.05,4,4,4,0,0,4,1.5E4,0E0,,,6.27E3,1,1,1,1,0,0,1,,19736,hypothetical protein
1592,3171,WP_013750253.1,22.04,1,0,0,0,1,0,,,,0E0,,1,1,0,0,0,1,0,,62119,two-component sensor histidine kinase [Dokdonia sp. 4H-3-7-5]
2572,6975,ETNP_120,22.04,3,0,0,0,3,0,,,,1.62E4,,1,1,0,0,0,1,0,,36857,hypothetical protein
1855,5084,WP_014473675,22.03,1,0,0,1,0,0,,,8.15E5,,,1,1,0,0,1,0,0,,79880,chemotaxis protein Arcobacter sp L
2583,9061,ETNP14_120,22.03,12,0,0,0,12,0,,,,4.96E5,,1,1,0,0,0,1,0,,10217,50S ribosomal protein L7/L12
2583,9062,ETNP_140,22.03,9,0,0,0,9,0,,,,4.96E5,,1,1,0,0,0,1,0,,13124,50S ribosomal protein L7/L12
2583,9063,NP_300,22.03,9,0,0,0,9,0,,,,4.96E5,,1,1,0,0,0,1,0,,13124,50S ribosomal protein L7/L12
2583,9064,ETNP_180,22.03,9,0,0,0,9,0,,,,4.96E5,,1,1,0,0,0,1,0,,13124,50S ribosomal protein L7/L12
2583,9065,ETNP_120,22.03,9,0,0,0,9,0,,,,4.96E5,,1,1,0,0,0,1,0,,13124,50S ribosomal protein L7/L12
2583,9066,ETNP_160,22.03,9,0,0,0,9,0,,,,4.96E5,,1,1,0,0,0,1,0,,13124,50S ribosomal protein L7/L12
2583,9067,ETNP_120,22.03,9,0,0,0,9,0,,,,4.96E5,,1,1,0,0,0,1,0,,13124,50S ribosomal protein L7/L12
2116,3209,ETNP14_120,22.00,3,0,0,0,3,0,,,,7.2E4,,1,1,0,0,0,1,0,,37357,MMPL family protein
2575,7605,XP_003082709,21.97,2,0,0,0,0,2,,,,,1.39E4,1,1,0,0,0,0,1,,49021,EF-1 alpha-like protein ISS  Ostreococcus tauri
2575,7606,XP_003082562,21.97,2,0,0,0,0,2,,,,,1.39E4,1,1,0,0,0,0,1,,54178,EF-1 alpha-like protein ISS  Ostreococcus tauri
2576,7673,ETNP_120,21.91,4,0,0,0,0,4,,,,,1.12E5,1,1,0,0,0,0,1,,22016,RNA polymerase sigma factor SigX
2576,7674,ETNP14_120,21.91,4,0,0,0,0,4,,,,,1.12E5,1,1,0,0,0,0,1,,22016,RNA polymerase sigma factor SigX
1593,3221,ETNP_160,21.87,1,0,0,0,1,0,,,,2.25E5,,1,1,0,0,0,1,0,,61169,Unsaturated rhamnogalacturonyl hydrolase YteR
1425,8547,ETNP_120,21.77,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,,75113,Phenylalanine--tRNA ligase beta subunit
1677,5654,WP_002649990,21.77,0,0,0,0,0,0,,,,,,1,0,0,0,1,0,0,,131855,DNA polymerase III subunit alpha  Blastopirellula marina
2388,10038,EJK73385,21.77,0,0,0,0,0,0,,,,,,1,0,0,0,1,0,0,,116696,hypothetical protein THAOC_04994  Thalassiosira oceanica
2127,4146,WP_053950913,21.76,2,0,0,0,2,0,,,,3.55E5,,1,1,0,0,0,1,0,,46084,phosphopyruvate hydratase Candidatus Thioglobus autotrophica
611,17349,ETNP14_68,21.71,8,0,0,8,0,0,,,0E0,,,1,1,0,0,2,0,0,,13689,DNA-directed RNA polymerase subunit D
2935,10777,KJS07142,21.68,17,0,0,0,17,0,,,,1.7E6,,1,1,0,0,0,1,0,,10732,hypothetical protein VR77_01845 Flavobacteriales bacterium BRH_c54
1201,3378,virus_CCADEAMM_23612,21.63,0,0,0,0,0,0,,,,,,1,0,1,0,0,0,0,,344325,hypothetical protein
1216,3434,WP_012910778,21.63,0,0,0,0,0,0,,,,,,1,0,1,0,0,0,0,,115799,hypothetical protein Pirellula staleyi
1324,3868,ADH90456.1,21.63,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,,81056,von Willebrand factor type A [Starkeya novella DSM 506]
1341,5265,WP_012844185,21.63,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,,46324,enolase Rhodothermus marinus
1341,5762,ETNP_120,21.63,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,,45902,Enolase
1389,4374,WP_011396601,21.63,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,,97229,hypothetical protein Hahella chejuensis
1389,9167,ETNP_160,21.63,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,,83599,4-hydroxybenzoyl-CoA reductase subunit alpha
1392,4467,XP_003058631,21.63,0,0,0,0,0,0,,,,,,1,0,1,0,0,0,0,,271162,predicted protein  Micromonas pusilla CCMP1545
1415,5712,Flavovirus_FBAKDGPJ_01261,21.63,0,0,0,0,0,0,,,,,,1,0,1,0,0,0,0,,246162,hypothetical protein
1617,3808,Flavovirus_FBAKDGPJ_06965,21.63,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,,69649,hypothetical protein
1754,9578,ETNP14_68,21.63,0,0,0,0,0,0,,,,,,1,0,1,0,0,0,0,,141565,Divergent AAA domain protein
1762,10712,ETNP_160,21.63,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,,74307,Lon protease
2165,5784,ETNP_140,21.63,3,3,0,0,0,0,,,,,,1,0,1,0,0,0,0,,19812,Formate hydrogenlyase transcriptional activator
2411,10620,ETNP_150,21.63,3,3,0,0,0,0,,,,,,1,0,1,0,0,0,0,,16678,Methylmalonyl-CoA mutase
2484,13766,ETNP14_120,21.63,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,,48068,hypothetical protein
1811,3265,ACY18953.1,21.61,1,0,0,0,1,0,,,,0E0,,1,1,0,0,0,1,0,,132515,Tetratricopeptide TPR_2 repeat protein [Haliangium ochraceum DSM 14365]
2122,3798,WP_000044170,21.59,1,0,0,0,1,0,,,,1.5E6,,1,1,0,0,0,1,0,,82818,outer membrane receptor FepA Acinetobacter baumannii
2302,8404,ETNP14_120,21.57,4,0,0,0,4,0,,,,,,1,0,0,0,0,1,0,,23679,30S ribosomal protein S4
2579,8827,NP_100,21.56,4,0,0,0,4,0,,,,1.98E6,,1,1,0,0,0,1,0,Carbamidomethylation,28660,2 3-bisphosphoglycerate-dependent phosphoglycerate mutase
2579,9046,NP_100,21.56,4,0,0,0,4,0,,,,1.98E6,,1,1,0,0,0,1,0,Carbamidomethylation,25320,2 3-bisphosphoglycerate-dependent phosphoglycerate mutase
2579,9051,NP_300,21.56,4,0,0,0,4,0,,,,1.98E6,,1,1,0,0,0,1,0,Carbamidomethylation,28337,2 3-bisphosphoglycerate-dependent phosphoglycerate mutase
2579,11107,NP_85,21.56,5,0,0,0,5,0,,,,1.98E6,,1,1,0,0,0,1,0,Carbamidomethylation,20803,2 3-bisphosphoglycerate-dependent phosphoglycerate mutase
2579,11108,NP_300,21.56,5,0,0,0,5,0,,,,1.98E6,,1,1,0,0,0,1,0,Carbamidomethylation,21218,2 3-bisphosphoglycerate-dependent phosphoglycerate mutase
1157,3163,Flavovirus_FBAKDGPJ_00873,21.54,0,0,0,0,0,0,,,,,,1,0,0,0,1,0,0,,531771,hypothetical protein
1628,4089,ETNP14_120,21.45,2,0,0,0,2,0,,,,0E0,,1,1,0,0,0,1,0,,71050,Lon protease 2
2680,11499,ETNP14_68,21.43,7,0,0,7,0,0,,,3.51E5,,,1,1,0,0,1,0,0,,24521,Endonuclease III
1259,5365,MGII,21.39,0,0,0,0,0,0,,,,,,1,0,1,0,0,0,0,,649120,hypothetical protein
1653,4827,ETNP14_68,21.39,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,,40214,PhoU domain protein
1890,5787,ETNP14_68,21.39,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,,105336,5-methylcytosine-specific restriction enzyme B
1959,7122,NP_300,21.39,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,,58009,60 kDa chaperonin 5
2000,8232,EDP95833.1,21.39,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,,113037,peptidase  M16 family protein [Kordia algicida OT-1]
2265,7914,WP_009772466.1,21.39,1,1,0,0,0,0,,,,,,1,0,1,0,0,0,0,,65552,2-isopropylmalate synthase [marine actinobacterium PHSC20C1]
1858,5226,XP_002180818,21.36,2,0,0,2,0,0,,,2.27E5,,,1,1,0,0,1,0,0,,59883,mucin-associated surface protein  Phaeodactylum tricornutum CCAP 1055
1033,11054,ABA58078.1,21.33,2,2,2,0,0,0,2.49E4,3.14E5,,,,1,1,1,1,0,0,0,,53119,glutamate synthase (NADH) small subunit [Nitrosococcus oceani ATCC 19707]
1323,15595,ETNP14_68,21.31,7,7,0,0,0,0,4.77E5,,,,,1,1,1,0,0,0,0,,10093,Chromosome-partitioning protein ParB
2927,9715,ETNP_160,21.25,8,0,0,0,0,8,,,,,1.52E5,1,1,0,0,0,0,1,,11562,30S ribosomal protein S19
849,3488,ETNP_120,21.24,3,0,0,0,3,3,,,,4.41E5,8.11E4,1,1,0,0,0,1,1,,28780,hypothetical protein
849,10616,ETNP14_68,21.24,3,0,0,0,3,3,,,,4.41E5,8.11E4,1,1,0,0,0,1,1,,29195,hypothetical protein
2016,8787,WP_011469274.1,21.21,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,,69648,dystroglycan-type cadherin-like protein [Saccharophagus degradans]
2397,10275,WP_015348225,21.21,0,0,0,0,0,0,,,,,,1,0,0,0,1,0,0,,111751,chromosome condensation regulator Myxococcus stipitatus
1234,3362,NP_300,21.19,1,0,0,0,1,0,,,,6.34E5,,1,1,0,0,0,1,0,,112975,DNA-directed RNA polymerase subunit beta
1234,3363,ETNP_300,21.19,1,0,0,0,1,0,,,,6.34E5,,1,1,0,0,0,1,0,,141631,DNA-directed RNA polymerase subunit beta
2928,9782,WP_009605757,21.17,5,0,0,0,0,5,,,,,4.12E5,1,1,0,0,0,0,1,,19702,chemotaxis protein CheY SAR116 cluster alpha proteobacterium HIMB100
2038,9710,ABG31810.1,21.14,2,0,0,0,2,0,,,,2.52E6,,1,1,0,0,0,1,0,,87796,sensory box/GGDEF family protein  putative [Roseobacter denitrificans OCh 114]
1098,10581,ETNP_90,21.09,4,4,4,0,0,0,6.37E4,8.31E4,,,,1,1,1,1,0,0,0,,27682,hypothetical protein
2635,10541,virus_CCADEAMM_61182,21.06,3,0,0,3,0,0,,,0E0,,,1,1,0,0,1,0,0,,46860,hypothetical protein
564,10320,ABE41618.1,21.03,2,0,0,2,2,0,,,3.47E5,0E0,,1,1,0,0,1,1,0,Oxidation (M),68759,heat shock protein Hsp90 [Rhodopseudomonas palustris BisB5]
1143,17862,ETNP14_68,20.96,2,0,0,2,0,0,,,2.84E5,,,1,1,0,0,2,0,0,,41754,hypothetical protein
2735,12600,ETNP_110,20.96,3,0,0,3,0,0,,,8.48E5,,,1,1,0,0,1,0,0,Oxidation (M),48624,Dihydroorotate dehydrogenase
1884,5644,ABE40753.1,20.93,2,2,0,0,0,0,0E0,,,,,1,1,1,0,0,0,0,,59423,ABC transporter related [Rhodopseudomonas palustris BisB5]
1409,5540,EJK55145,20.91,0,0,0,0,0,0,,,,,,1,0,0,0,1,0,0,,161214,hypothetical protein THAOC_25149  Thalassiosira oceanica
1644,4497,ETNP14_68,20.91,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,,63510,Tetratricopeptide repeat protein
1989,7881,EJK73938,20.91,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,,65109,hypothetical protein THAOC_04414 partial  Thalassiosira oceanica
2281,8134,WP_035337057.1,20.91,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,,50514,tRNA modification GTPase [Dokdonia sp. PRO95]
2442,11729,ETNP_120,20.91,2,0,0,2,0,0,,,,,,1,0,0,0,1,0,0,,34436,Trigger factor
2513,17850,AAV93857.1,20.91,1,0,0,1,0,0,,,,,,1,0,0,0,1,0,0,,50093,mercuric reductase  putative [Ruegeria pomeroyi DSS-3]
922,10132,WP_015350965,20.90,1,0,0,1,0,0,,,2.95E4,,,1,1,0,0,2,0,0,,188513,hypothetical protein Myxococcus stipitatus
2591,10633,ETNP_120,20.89,7,0,7,0,0,0,,4.76E4,,,,1,1,0,1,0,0,0,,12131,hypothetical protein
2976,15765,EJK61499,20.88,2,0,0,0,2,0,,,,5.85E5,,1,1,0,0,0,1,0,,48827,hypothetical protein THAOC_18006  Thalassiosira oceanica
2929,9995,ETNP14_68,20.87,6,0,0,0,0,6,,,,,9.88E4,1,1,0,0,0,0,1,,20042,Outer membrane protein (OmpH-like)
