,ProteinID,Alignments_x,SpecCounts_x,Unique_x,Coverage_x,Protein description_x,Alignments_y,SpecCounts_y,Unique_y,Coverage_y,Protein description_y
978,PMM1584,5.0,5.0,5.0,0.254,| rnd | putative ribonuclease D5550.254| rnd | putative ribonuclease D,7.0,7.0,7.0,0.34700000000000003,| rnd | putative ribonuclease D
979,PMM1585,3.0,3.0,3.0,0.295,| PMM1585 | hypothetical protein3330.295| PMM1585 | hypothetical protein,3.0,3.0,3.0,0.295,| PMM1585 | hypothetical protein
980,PMM1588,2.0,2.0,2.0,0.098,| PMM1588 | carboxylase domain-containing protein2220.098| PMM1588 | carboxylase domain-containing protein,4.0,4.0,4.0,0.20600000000000002,| PMM1588 | carboxylase domain-containing protein
981,PMM1589,5.0,6.0,5.0,0.14400000000000002,| purM5650.144| purM,4.0,4.0,4.0,0.10400000000000001,| purMpurG | phosphoribosylaminoimidazole synthetase
982,PMM1590,2.0,2.0,2.0,0.037000000000000005,| panC | bifunctional pantoate ligase/cytidylate kinase2220.037| panC | bifunctional pantoate ligase/cytidylate kinase,1.0,1.0,1.0,0.013999999999999999,| panC | bifunctional pantoate ligase/cytidylate kinase
983,PMM1592,1.0,1.0,1.0,0.035,| pebB | phycoerythrobilin:ferredoxin oxidoreductase1110.035| pebB | phycoerythrobilin:ferredoxin oxidoreductase,3.0,3.0,3.0,0.125,| pebB | phycoerythrobilin:ferredoxin oxidoreductase
984,PMM1594,3.0,3.0,3.0,0.12300000000000001,| ho1 | Heme oxygenase3330.123| ho1 | Heme oxygenase,3.0,3.0,3.0,0.127,| ho1 | Heme oxygenase
985,PMM1596,5.0,5.0,5.0,0.08199999999999999,| icd | isocitrate dehydrogenase5550.082| icd | isocitrate dehydrogenase,2.0,2.0,1.0,0.032,| icd | isocitrate dehydrogenase
986,PMM1597,1.0,1.0,1.0,0.013000000000000001,| PMM1597 | hypothetical protein1110.013| PMM1597 | hypothetical protein,1.0,1.0,1.0,0.013000000000000001,| PMM1597 | hypothetical protein
987,PMM1599,7.0,9.0,6.0,0.223,| PMM1599 | hypothetical protein7960.223| PMM1599 | hypothetical protein,4.0,5.0,3.0,0.133,| PMM1599 | hypothetical protein
988,PMM1600,2.0,3.0,1.0,0.051,| PMM1600 | CPA2 family Na+/H+ antiporter2310.051| PMM1600 | CPA2 family Na+/H+ antiporter,2.0,2.0,1.0,0.051,| PMM1600 | CPA2 family Na+/H+ antiporter
989,PMM1601,3.0,3.0,3.0,0.035,| PMM1601 | phosphorylase3330.035| PMM1601 | phosphorylase,5.0,5.0,5.0,0.048,| PMM1601 | phosphorylase
990,PMM1603,4.0,5.0,4.0,0.17300000000000001,| rnc | putative ribonuclease III4540.173| rnc | putative ribonuclease III,,,,,
991,PMM1604,1.0,1.0,1.0,0.115,| PMM1604 | hypothetical protein1110.115| PMM1604 | hypothetical protein,1.0,1.0,1.0,0.115,| PMM1604 | hypothetical protein
992,PMM1606,6.0,7.0,6.0,0.109,| glmS | glucosamine--fructose-6-phosphate aminotransferase6760.109| glmS | glucosamine--fructose-6-phosphate aminotransferase,5.0,6.0,5.0,0.087,| glmS | glucosamine--fructose-6-phosphate aminotransferase
993,PMM1607,4.0,5.0,4.0,0.37,| psaC | photosystem I subunit VII4540.37| psaC | photosystem I subunit VII,5.0,5.0,5.0,0.37,| psaC | photosystem I subunit VII
994,PMM1608,2.0,5.0,2.0,0.212,| acpP | acyl carrier protein2520.212| acpP | acyl carrier protein,1.0,6.0,1.0,0.212,| acpP | acyl carrier protein
995,PMM1609,2.0,2.0,2.0,0.07,| fabF | 3-oxoacyl-[acyl-carrier-protein] synthase II2220.07| fabF | 3-oxoacyl-[acyl-carrier-protein] synthase II,3.0,3.0,3.0,0.07,| fabF | 3-oxoacyl-[acyl-carrier-protein] synthase II
996,PMM1610,7.0,9.0,7.0,0.091,| tktA | transketolase7970.091| tktA | transketolase,4.0,5.0,4.0,0.081,| tktA | transketolase
997,PMM1611,6.0,7.0,6.0,0.11199999999999999,| thiC | thiamine biosynthesis protein ThiC6760.112| thiC | thiamine biosynthesis protein ThiC,4.0,4.0,4.0,0.079,| thiC | thiamine biosynthesis protein ThiC
998,PMM1613,5.0,5.0,5.0,0.13,| PMM1613 | zinc metallopeptidase5550.13| PMM1613 | zinc metallopeptidase,5.0,5.0,5.0,0.114,| PMM1613 | zinc metallopeptidase
999,PMM1614,2.0,2.0,2.0,0.073,| PMM1614 | hypothetical protein2220.073| PMM1614 | hypothetical protein,3.0,3.0,3.0,0.122,| PMM1614 | hypothetical protein
1000,PMM1618,7.0,7.0,7.0,0.109,| lysS | lysyl-tRNA synthetase7770.109| lysS | lysyl-tRNA synthetase,7.0,10.0,7.0,0.105,| lysS | lysyl-tRNA synthetase
1001,PMM1619,6.0,6.0,6.0,0.315,| PMM1619 | two-component response regulator6660.315| PMM1619 | two-component response regulator,4.0,4.0,4.0,0.133,| PMM1619 | two-component response regulator
1002,PMM1621,1.0,1.0,1.0,0.027999999999999997,| mreC | rod shape-determining protein MreC1110.028| mreC | rod shape-determining protein MreC,1.0,1.0,1.0,0.027999999999999997,| mreC | rod shape-determining protein MreC
1003,PMM1622,7.0,11.0,7.0,0.223,| mreB | rod shape-determining protein MreB71170.223| mreB | rod shape-determining protein MreB,6.0,10.0,6.0,0.223,| mreB | rod shape-determining protein MreB
1004,PMM1623,5.0,5.0,5.0,0.40700000000000003,| ssb | single-stranded DNA-binding protein5550.407| ssb | single-stranded DNA-binding protein,4.0,4.0,4.0,0.171,| ssb | single-stranded DNA-binding protein
1005,PMM1625,5.0,5.0,5.0,0.10800000000000001,| ahcY | S-adenosyl-L-homocysteine hydrolase5550.108| ahcY | S-adenosyl-L-homocysteine hydrolase,5.0,5.0,5.0,0.11199999999999999,| ahcY | S-adenosyl-L-homocysteine hydrolase
1006,PMM1629,2.0,2.0,1.0,0.051,| PMM1629 | type II alternative sigma-70 family RNA polymerase sigma factor2210.051| PMM1629 | type II alternative sigma-70 family RNA polymerase sigma factor,1.0,1.0,0.0,0.03,| PMM1629 | type II alternative sigma-70 family RNA polymerase sigma factor
1007,PMM1630,8.0,10.0,8.0,0.134,| PMM1630 | Mg2+ transporter81080.134| PMM1630 | Mg2+ transporter,11.0,12.0,11.0,0.217,| PMM1630 | Mg2+ transporter
1008,PMM1631,1.0,1.0,1.0,0.10099999999999999,| PMM1631 | hypothetical protein1110.101| PMM1631 | hypothetical protein,,,,,
1009,PMM1634,12.0,13.0,12.0,0.163,| gyrB | DNA gyrase subunit B1213120.163| gyrB | DNA gyrase subunit B,9.0,10.0,9.0,0.124,| gyrB | DNA gyrase subunit B
1010,PMM1636,3.0,4.0,3.0,0.158,| infC | translation initiation factor IF-33430.158| infC | translation initiation factor IF-3,4.0,4.0,4.0,0.2,| infC | translation initiation factor IF-3
1011,PMM1637,4.0,4.0,4.0,0.11800000000000001,| PMM1637 | putative transcriptional regulator4440.118| PMM1637 | putative transcriptional regulator,4.0,4.0,4.0,0.11800000000000001,| PMM1637 | putative transcriptional regulator
1012,PMM1638,1.0,1.0,0.0,0.028999999999999998,| cysE | Serine acetyltransferase1100.029| cysE | Serine acetyltransferase,1.0,2.0,0.0,0.028999999999999998,| cysE | Serine acetyltransferase
1013,PMM1639,11.0,11.0,11.0,0.094,| secA | preprotein translocase subunit SecA1111110.094| secA | preprotein translocase subunit SecA,10.0,12.0,10.0,0.10400000000000001,| secA | preprotein translocase subunit SecA
1014,PMM1640,1.0,1.0,1.0,0.09300000000000001,| PMM1640 | GNAT family acetyltransferase1110.093| PMM1640 | GNAT family acetyltransferase,3.0,3.0,3.0,0.185,| PMM1640 | GNAT family acetyltransferase
1015,PMM1642,1.0,1.0,1.0,0.07,| PMM1642 | transcription regulator1110.07| PMM1642 | transcription regulator,2.0,2.0,2.0,0.133,| PMM1642 | transcription regulator
1016,PMM1643,1.0,2.0,1.0,0.08900000000000001,| ribH | 61210.089| ribH | 6,2.0,2.0,2.0,0.158,| ribH | 67-dimethyl-8-ribityllumazine synthase
1017,PMM1645,1.0,1.0,1.0,0.013000000000000001,| mutS1110.013| mutS,2.0,2.0,2.0,0.022000000000000002,| mutSfdv | DNA mismatch repair protein MutS
1018,PMM1647,1.0,1.0,1.0,0.024,| PMM1647 | DNA polymerase III subunit delta1110.024| PMM1647 | DNA polymerase III subunit delta,,,,,
1019,PMM1648,4.0,5.0,4.0,0.077,| lysC | aspartate kinase4540.077| lysC | aspartate kinase,3.0,3.0,3.0,0.053,| lysC | aspartate kinase
1020,PMM1649,3.0,3.0,3.0,0.043,| uvrB | excinuclease ABC subunit B3330.043| uvrB | excinuclease ABC subunit B,2.0,2.0,2.0,0.028999999999999998,| uvrB | excinuclease ABC subunit B
1021,PMM1650,3.0,3.0,3.0,0.115,| PMM1650 | hypothetical protein3330.115| PMM1650 | hypothetical protein,5.0,5.0,5.0,0.212,| PMM1650 | hypothetical protein
1022,PMM1652,5.0,5.0,5.0,0.075,| PMM1652 | hypothetical protein5550.075| PMM1652 | hypothetical protein,4.0,4.0,4.0,0.063,| PMM1652 | hypothetical protein
1023,PMM1653,6.0,7.0,6.0,0.18899999999999997,| dapA | dihydrodipicolinate synthase6760.189| dapA | dihydrodipicolinate synthase,4.0,4.0,4.0,0.126,| dapA | dihydrodipicolinate synthase
1024,PMM1654,3.0,3.0,3.0,0.122,| asd | aspartate semialdehyde dehydrogenase3330.122| asd | aspartate semialdehyde dehydrogenase,2.0,2.0,2.0,0.08199999999999999,| asd | aspartate semialdehyde dehydrogenase
1025,PMM1655,8.0,8.0,8.0,0.156,| tig | trigger factor8880.156| tig | trigger factor,11.0,11.0,11.0,0.235,| tig | trigger factor
1026,PMM1656,2.0,2.0,2.0,0.07,| clpP2 | Clp protease proteolytic subunit2220.07| clpP2 | Clp protease proteolytic subunit,3.0,4.0,3.0,0.11599999999999999,| clpP2 | Clp protease proteolytic subunit
1027,PMM1657,7.0,8.0,7.0,0.147,| clpX | ATP-dependent protease ATP-binding subunit ClpX7870.147| clpX | ATP-dependent protease ATP-binding subunit ClpX,7.0,7.0,7.0,0.149,| clpX | ATP-dependent protease ATP-binding subunit ClpX
1028,PMM1658,5.0,5.0,5.0,0.08800000000000001,| dnaX | DNA polymerase5550.088| dnaX | DNA polymerase,3.0,3.0,3.0,0.052000000000000005,| dnaX | DNA polymerase gamma and tau subunits
1029,PMM1659,2.0,2.0,2.0,0.048,| PMM1659 | glycosyl transferase family protein2220.048| PMM1659 | glycosyl transferase family protein,3.0,3.0,3.0,0.062,| PMM1659 | glycosyl transferase family protein
1030,PMM1662,2.0,3.0,2.0,0.13,| rplT | 50S ribosomal protein L202320.13| rplT | 50S ribosomal protein L20,3.0,4.0,3.0,0.191,| rplT | 50S ribosomal protein L20
1031,PMM1663,3.0,3.0,3.0,0.205,| PMM1663 | putative photosystem I assembly related protein Ycf373330.205| PMM1663 | putative photosystem I assembly related protein Ycf37,3.0,3.0,3.0,0.11900000000000001,| PMM1663 | putative photosystem I assembly related protein Ycf37
1032,PMM1664,2.0,2.0,2.0,0.064,| thiG | thiazole synthase2220.064| thiG | thiazole synthase,1.0,1.0,1.0,0.03,| thiG | thiazole synthase
1033,PMM1665,7.0,11.0,7.0,0.159,| sqdB | sulfolipid (UDP-sulfoquinovose) biosynthesis protein71170.159| sqdB | sulfolipid (UDP-sulfoquinovose) biosynthesis protein,8.0,11.0,8.0,0.17600000000000002,| sqdB | sulfolipid (UDP-sulfoquinovose) biosynthesis protein
1034,PMM1666,3.0,4.0,3.0,0.08199999999999999,| sqdX | SqdX3430.082| sqdX | SqdX,4.0,5.0,4.0,0.08199999999999999,| sqdX | SqdX
1035,PMM1668,2.0,2.0,2.0,0.024,| gcvP | glycine dehydrogenase2220.024| gcvP | glycine dehydrogenase,1.0,1.0,1.0,0.009000000000000001,| gcvP | glycine dehydrogenase
1036,PMM1669,5.0,7.0,5.0,0.38,| gcsH | glycine cleavage system protein H5750.38| gcsH | glycine cleavage system protein H,4.0,5.0,4.0,0.248,| gcsH | glycine cleavage system protein H
1037,PMM1670,1.0,1.0,1.0,0.023,| PMM1670 | cystathionine beta-lyase family aluminum resistance protein1110.023| PMM1670 | cystathionine beta-lyase family aluminum resistance protein,2.0,2.0,2.0,0.047,| PMM1670 | cystathionine beta-lyase family aluminum resistance protein
1038,PMM1671,1.0,1.0,1.0,0.055,| PMM1671 | hypothetical protein1110.055| PMM1671 | hypothetical protein,1.0,2.0,1.0,0.055,| PMM1671 | hypothetical protein
1039,PMM1673,4.0,6.0,4.0,0.23800000000000002,| rplI | 50S ribosomal protein L94640.238| rplI | 50S ribosomal protein L9,5.0,7.0,5.0,0.305,| rplI | 50S ribosomal protein L9
1040,PMM1678,4.0,5.0,4.0,0.21600000000000003,| PMM1678 | hypothetical protein4540.216| PMM1678 | hypothetical protein,3.0,3.0,3.0,0.21600000000000003,| PMM1678 | hypothetical protein
1041,PMM1682,6.0,7.0,6.0,0.055999999999999994,| valS | valyl-tRNA synthetase6760.056| valS | valyl-tRNA synthetase,5.0,5.0,5.0,0.042,| valS | valyl-tRNA synthetase
1042,PMM1685,2.0,2.0,2.0,0.053,| speE | spermidine synthase2220.053| speE | spermidine synthase,1.0,1.0,1.0,0.042,| speE | spermidine synthase
1043,PMM1686,1.0,1.0,1.0,0.024,| PMM1686 | arginase1110.024| PMM1686 | arginase,1.0,1.0,1.0,0.040999999999999995,| PMM1686 | arginase
1044,PMM1687,6.0,6.0,6.0,0.138,| gcvT | glycine cleavage system aminomethyltransferase T6660.138| gcvT | glycine cleavage system aminomethyltransferase T,7.0,7.0,7.0,0.168,| gcvT | glycine cleavage system aminomethyltransferase T
1045,PMM1688,8.0,8.0,8.0,0.11900000000000001,| aspS | aspartyl-tRNA synthetase8880.119| aspS | aspartyl-tRNA synthetase,5.0,5.0,5.0,0.095,| aspS | aspartyl-tRNA synthetase
1046,PMM1689,5.0,7.0,5.0,0.09699999999999999,| pyrG | CTP synthetase5750.097| pyrG | CTP synthetase,6.0,9.0,6.0,0.10400000000000001,| pyrG | CTP synthetase
1047,PMM1691,1.0,1.0,1.0,0.045,| PMM1691 | ATPase1110.045| PMM1691 | ATPase,2.0,2.0,2.0,0.094,| PMM1691 | ATPase
1048,PMM1692,1.0,1.0,1.0,0.021,| PMM1692 | putative p-aminobenzoate synthetase1110.021| PMM1692 | putative p-aminobenzoate synthetase,2.0,2.0,2.0,0.048,| PMM1692 | putative p-aminobenzoate synthetase
1049,PMM1693,1.0,1.0,1.0,0.036000000000000004,| PMM1693 | aminotransferase class-IV1110.036| PMM1693 | aminotransferase class-IV,3.0,3.0,3.0,0.11599999999999999,| PMM1693 | aminotransferase class-IV
1050,PMM1694,6.0,6.0,6.0,0.188,| cobA | putative uroporphyrin-III C-methyltransferase6660.188| cobA | putative uroporphyrin-III C-methyltransferase,4.0,6.0,4.0,0.161,| cobA | putative uroporphyrin-III C-methyltransferase
1051,PMM1696,2.0,2.0,2.0,0.019,| ppk | polyphosphate kinase2220.019| ppk | polyphosphate kinase,3.0,3.0,3.0,0.028999999999999998,| ppk | polyphosphate kinase
1052,PMM1697,1.0,1.0,0.0,0.028999999999999998,| PMM1697 | type II alternative sigma-70 family RNA polymerase sigma factor1100.029| PMM1697 | type II alternative sigma-70 family RNA polymerase sigma factor,1.0,1.0,0.0,0.028999999999999998,| PMM1697 | type II alternative sigma-70 family RNA polymerase sigma factor
1053,PMM1699,4.0,4.0,4.0,0.09,| aroF | phospho-2-dehydro-3-deoxyheptonate aldolase4440.09| aroF | phospho-2-dehydro-3-deoxyheptonate aldolase,1.0,1.0,1.0,0.025,| aroF | phospho-2-dehydro-3-deoxyheptonate aldolase
1054,PMM1700,4.0,4.0,4.0,0.051,| acnB | bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase4440.051| acnB | bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,6.0,6.0,6.0,0.07400000000000001,| acnB | bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
1055,PMM1701,1.0,1.0,1.0,0.015,| PMM1701 | putative chloride channel1110.015| PMM1701 | putative chloride channel,,,,,
1056,PMM1702,1.0,1.0,1.0,0.035,| purU | formyltetrahydrofolate deformylase1110.035| purU | formyltetrahydrofolate deformylase,1.0,1.0,1.0,0.032,| purU | formyltetrahydrofolate deformylase
1057,PMM1704,22.0,29.0,22.0,0.23199999999999998,| dnaK | molecular chaperone DnaK2229220.232| dnaK | molecular chaperone DnaK,24.0,30.0,24.0,0.259,| dnaK | molecular chaperone DnaK
1058,PMM1705,2.0,2.0,2.0,0.053,| aroE | shikimate 5-dehydrogenase2220.053| aroE | shikimate 5-dehydrogenase,1.0,1.0,1.0,0.027999999999999997,| aroE | shikimate 5-dehydrogenase
1059,PMM1706,5.0,9.0,5.0,0.221,| rpsF | 30S ribosomal protein S65950.221| rpsF | 30S ribosomal protein S6,5.0,10.0,5.0,0.24,| rpsF | 30S ribosomal protein S6
1060,PMM1707,11.0,12.0,11.0,0.243,| argG | argininosuccinate synthase1112110.243| argG | argininosuccinate synthase,11.0,12.0,11.0,0.22,| argG | argininosuccinate synthase
1061,PMM1709,1.0,1.0,1.0,0.017,| mraY | phospho-N-acetylmuramoyl-pentapeptide- transferase1110.017| mraY | phospho-N-acetylmuramoyl-pentapeptide- transferase,,,,,
1062,PMM1710,1.0,1.0,1.0,0.069,| PMM1710 | hypothetical protein1110.069| PMM1710 | hypothetical protein,,,,,
1063,PMM1711,5.0,5.0,5.0,0.096,| sps | sucrose phosphate synthase5550.096| sps | sucrose phosphate synthase,6.0,6.0,6.0,0.13,| sps | sucrose phosphate synthase
1064,PMM1712,9.0,9.0,9.0,0.083,| uvrA | excinuclease ABC subunit A9990.083| uvrA | excinuclease ABC subunit A,4.0,4.0,4.0,0.032,| uvrA | excinuclease ABC subunit A
1065,PMM1715,2.0,2.0,2.0,0.136,| PMM1715 | hypothetical protein2220.136| PMM1715 | hypothetical protein,4.0,4.0,4.0,0.23600000000000002,| PMM1715 | hypothetical protein
1066,PMM1716,6.0,7.0,6.0,0.12300000000000001,| thrC | threonine synthase6760.123| thrC | threonine synthase,8.0,8.0,8.0,0.193,| thrC | threonine synthase
1067,gi|54036848|sp|P63284.1|CLPB_ECOLI,4.0,5.0,4.0,0.043,RecName: Full=Chaperone protein ClpB; AltName: Full=Heat shock protein F84.14540.043RecName: Full=Chaperone protein ClpB; AltName: Full=Heat shock protein F84.1,4.0,4.0,4.0,0.037000000000000005,RecName: Full=Chaperone protein ClpB; AltName: Full=Heat shock protein F84.1
1068,PMM0059,,,,,,1.0,1.0,1.0,0.019,| PMM0059 | hypothetical protein
1069,PMM0061,,,,,,1.0,1.0,1.0,0.08900000000000001,| PMM0061 | hypothetical protein
1070,PMM0080,,,,,,1.0,1.0,1.0,0.04,| PMM0080 | hypothetical protein
1071,PMM0081,,,,,,1.0,1.0,1.0,0.028999999999999998,| cysH | phosphoadenosine phosphosulfate reductase
1072,PMM0114,,,,,,1.0,1.0,1.0,0.051,| PMM0114 | putative integral membrane protein
1073,PMM0136,,,,,,1.0,1.0,1.0,0.036000000000000004,| fabH | 3-oxoacyl-(acyl carrier protein) synthase III
1074,PMM0152,,,,,,2.0,2.0,2.0,0.048,| PMM0152 | putative sugar-phosphate nucleotidyl transferase
1075,PMM0175,,,,,,2.0,2.0,2.0,0.065,| menC | putative O-succinylbenzoate synthase
1076,PMM0185,,,,,,1.0,1.0,1.0,0.040999999999999995,| PMM0185 | hypothetical protein
1077,PMM0210,,,,,,2.0,2.0,2.0,0.23800000000000002,| PMM0210 | hypothetical protein
1078,PMM0221,,,,,,1.0,1.0,1.0,0.019,| PMM0221 | glutathione S-transferase C terminus
1079,PMM0222,,,,,,3.0,4.0,3.0,0.08800000000000001,| PMM0222 | aspartoacylase
1080,PMM0231,,,,,,1.0,1.0,1.0,0.133,| PMM0231 | hypothetical protein
1081,PMM0232,,,,,,1.0,1.0,1.0,0.062,| PMM0232 | hypothetical protein
1082,PMM0245,,,,,,1.0,1.0,1.0,0.037000000000000005,| PMM0245 | cob(I)alamin adenosyltransferase
1083,PMM0247,,,,,,2.0,2.0,1.0,0.046,| PMM0247 | hypothetical protein
1084,PMM0272,,,,,,1.0,1.0,1.0,0.152,| psbK | photosystem II reaction center protein K
1085,PMM0304,,,,,,3.0,3.0,3.0,0.031,| uvrD | UvrD/REP helicase
1086,PMM0316,,,,,,1.0,1.0,0.0,0.057999999999999996,| PMM0316 | ferredoxin
1087,PMM0318,,,,,,1.0,1.0,1.0,0.024,| hemK | putative protein methyltransferase
1088,PMM0325,,,,,,2.0,2.0,2.0,0.11,| petB | cytochrome b6
1089,PMM0332,,,,,,1.0,1.0,1.0,0.046,| PMM0332 | rhomboid family protein
1090,PMM0336,,,,,,2.0,2.0,0.0,0.040999999999999995,| PMM0336 | plastoquinol terminal oxidase
1091,PMM0378,,,,,,1.0,1.0,1.0,0.111,| PMM0378 | hypothetical protein
1092,PMM0404,,,,,,1.0,1.0,1.0,0.068,| PMM0404 | hypothetical protein
1093,PMM0417,,,,,,1.0,1.0,1.0,0.081,| PMM0417 | hypothetical protein
1094,PMM0429,,,,,,1.0,1.0,1.0,0.092,| PMM0429 | hypothetical protein
1095,PMM0433,,,,,,1.0,1.0,1.0,0.04,| BirA | putative biotin--acetyl-CoA-carboxylase ligase
1096,PMM0441,,,,,,1.0,1.0,1.0,0.016,| PMM0441 | aldo/keto reductase
1097,PMM0460,,,,,,1.0,1.0,1.0,0.024,| yvoC | prolipoprotein diacylglyceryl transferase
1098,PMM0478,,,,,,1.0,1.0,1.0,0.046,| PMM0478 | short chain dehydrogenase
1099,PMM0485,,,,,,1.0,1.0,1.0,0.153,| PMM0485 | hypothetical protein
1100,PMM0503,,,,,,1.0,1.0,1.0,0.026000000000000002,| PMM0503 | precorrin-6X reductase
1101,PMM0504,,,,,,1.0,1.0,0.0,0.065,| PMM0504 | CutA1 divalent ion tolerance protein
1102,PMM0509,,,,,,1.0,1.0,1.0,0.069,| PMM0509 | resolvase
1103,PMM0513,,,,,,1.0,1.0,1.0,0.039,| lepB | Signal peptidase I
1104,PMM0525,,,,,,1.0,1.0,1.0,0.031,| hemH | ferrochelatase
1105,PMM0528,,,,,,1.0,1.0,1.0,0.038,| PMM0528 | hypothetical protein
1106,PMM0539,,,,,,2.0,2.0,2.0,0.081,| PMM0539 | protein ligase
1107,PMM0548,,,,,,1.0,1.0,1.0,0.046,| PMM0548 | HAM1 family protein
1108,PMM0598,,,,,,2.0,2.0,2.0,0.07400000000000001,| trpS | tryptophanyl-tRNA synthetase
1109,PMM0610,,,,,,1.0,1.0,1.0,0.028999999999999998,| murF | cytoplasmic peptidoglycan synthetase
1110,PMM0654,,,,,,1.0,1.0,1.0,0.049,| PMM0654 | hypothetical protein
1111,PMM0691,,,,,,1.0,1.0,1.0,0.11800000000000001,| PMM0691 | hypothetical protein
1112,PMM0694,,,,,,1.0,1.0,1.0,0.045,| PMM0694 | short-chain dehydrogenase/reductase
1113,PMM0697,,,,,,1.0,1.0,1.0,0.09300000000000001,| PMM0697 | D12 class N6 adenine-specific DNA met
1114,PMM0730,,,,,,1.0,1.0,1.0,0.021,| PMM0730 | hypothetical protein
1115,PMM0746,,,,,,1.0,1.0,0.0,0.017,| PMM0746 | Zn-dependent peptidase
1116,PMM0747,,,,,,1.0,1.0,1.0,0.040999999999999995,| pcyA | phycocyanobilin:ferredoxin oxidoreductase
1117,PMM0755,,,,,,1.0,1.0,0.0,0.02,| PMM0755 | adenylate cyclase
1118,PMM0813,,,,,,1.0,1.0,1.0,0.10800000000000001,| PMM0813 | hypothetical protein
1119,PMM0816,,,,,,1.0,1.0,0.0,0.105,| hli18 | high light inducible protein
1120,PMM0842,,,,,,1.0,1.0,1.0,0.02,| pmbA | putative modulator of DNA gyrase
1121,PMM0843,,,,,,1.0,1.0,1.0,0.017,| tldD | putative modulator of DNA gyrase; TldD
1122,PMM0844,,,,,,2.0,3.0,2.0,0.046,| PNIL34AT103 | magnesium-protoporphyrin IX monomethyl ester cyclase
1123,PMM0846,,,,,,1.0,1.0,1.0,0.079,| PMM0846 | hypothetical protein
1124,PMM0895,,,,,,1.0,1.0,1.0,0.054000000000000006,| PMM0895 | hypothetical protein
1125,PMM0961,,,,,,1.0,1.0,1.0,0.015,| PMM0961 | glycoside hydrolase family protein
1126,PMM0968,,,,,,1.0,1.0,1.0,0.039,| ureF | urease accessory protein UreF
1127,PMM0972,,,,,,1.0,1.0,1.0,0.024,| urtC | putative membrane protein of urea ABC transport system
1128,PMM0975,,,,,,1.0,1.0,1.0,0.053,| PMM0975 | hypothetical protein
