Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 100 m suspended,Coverage (%) 965 m suspended,Coverage (%) 94 m sinking,Coverage (%) 965 m sinking,Area 100 m suspended,Area 965 m suspended,Area 94 m sinking,Area 965 m sinking,#Peptides,#Unique,#Spec 100 m suspended,#Spec 965 m suspended,#Spec 94 m sinking,#Spec 965 m sinking,PTM,Avg. Mass,Description
717,3653,ETNP_100m_PROKKA_09929,31.52,5,0,0,0,5,,,,2.85E4,2,1,0,0,0,2,,32641,putative lyase
835,3128,WP_007278745,31.46,1,0,0,0,0,1.49E4,8.88E4,,4.11E5,3,3,1,1,0,1,,385882,hypothetical protein Lentisphaera araneosa
374,3096,XP_003054929,31.24,2,0,0,0,2,,,,1.62E5,2,2,0,0,0,4,,113296,predicted protein partial  Micromonas pusilla CCMP1545
645,3244,NP_85m_PROKKA_06866,31.20,4,0,0,0,4,,,,8.22E5,2,2,0,0,0,3,,56215,N-acetylmuramoyl-L-alanine amidase AmiC precursor
740,2088,NP_85m_PROKKA_16965,31.06,5,5,0,0,0,4.53E4,,,,1,1,1,0,0,0,,20685,hypothetical protein
740,2090,ETNP_90m_PROKKA_209514,31.06,4,4,0,0,0,4.53E4,,,,1,1,1,0,0,0,,25009,hypothetical protein
740,2426,WP_038545388,31.06,5,5,0,0,0,4.53E4,,,,1,1,1,0,0,0,,19819,hypothetical protein Synechococcus sp KORDI-100
740,2427,WP_011129800,31.06,4,4,0,0,0,4.53E4,,,,1,1,1,0,0,0,,22246,hypothetical protein Prochlorococcus marinus
740,2666,NP_85m_PROKKA_23482,31.06,6,6,0,0,0,4.53E4,,,,1,1,1,0,0,0,,17516,hypothetical protein
740,2667,ETNP_110m_PROKKA_10742,31.06,4,4,0,0,0,4.53E4,,,,1,1,1,0,0,0,,22628,hypothetical protein
740,2668,ETNP_100m_particle_PROKKA_51733,31.06,4,4,0,0,0,4.53E4,,,,1,1,1,0,0,0,,22628,hypothetical protein
740,2669,ETNP_120m_PROKKA_241364,31.06,4,4,0,0,0,4.53E4,,,,1,1,1,0,0,0,,22628,hypothetical protein
740,2670,ETNP_90m_PROKKA_134269,31.06,4,4,0,0,0,4.53E4,,,,1,1,1,0,0,0,,22713,hypothetical protein
740,2671,ETNP_100m_PROKKA_94485,31.06,4,4,0,0,0,4.53E4,,,,1,1,1,0,0,0,,22656,hypothetical protein
573,2768,ETNP14_68mB_PROKKA_15743,30.73,20,10,0,9,9,,,,,2,0,1,0,1,1,,10403,10 kDa chaperonin 1
573,2820,ETNP14_68mB_PROKKA_07518,30.73,20,10,0,9,9,,,,,2,0,1,0,1,1,,10271,10 kDa chaperonin 1
638,3149,NP_85m_PROKKA_10760,21.48,1,1,0,0,1,1.99E5,,,3.71E5,1,1,1,0,0,1,,72043,Glucose 1-dehydrogenase 2
679,2123,ETNP_120m_PROKKA_104890,30.28,2,2,0,0,0,3.29E5,,,,1,1,1,0,0,0,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
679,2124,ETNP_160m_PROKKA_11298,30.28,2,2,0,0,0,3.29E5,,,,1,1,1,0,0,0,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
679,2125,ETNP_120m_free_PROKKA_226201,30.28,2,2,0,0,0,3.29E5,,,,1,1,1,0,0,0,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
679,2126,ETNP_180m_PROKKA_236213,30.28,2,2,0,0,0,3.29E5,,,,1,1,1,0,0,0,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
679,2127,ETNP_140m_PROKKA_39161,30.28,2,2,0,0,0,3.29E5,,,,1,1,1,0,0,0,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
679,2128,ETNP_300m_PROKKA_75120,30.28,2,2,0,0,0,3.29E5,,,,1,1,1,0,0,0,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
625,3561,WP_015352588,30.13,2,0,0,0,2,,,,4.11E5,2,1,0,0,0,3,,114890,ABC transporter substrate-binding protein Myxococcus stipitatus
659,2894,ETNP_70m_PROKKA_08025,30.10,2,2,0,2,2,7E5,,4.71E5,1.11E5,1,1,1,0,1,1,,34376,hypothetical protein
550,2785,NP_866682,29.75,2,1,1,0,0,8.31E4,0E0,,,2,2,1,1,0,0,,140342,DNA-directed RNA polymerase beta chain Rhodopirellula baltica SH 1
2923,5552,ETNP14_68mB_PROKKA_124344,29.71,11,0,11,0,0,,,,,2,0,0,2,0,0,,14624,hypothetical protein
778,2623,ETNP_120m_PROKKA_238092,29.71,5,5,0,0,0,2.02E4,,,,1,1,1,0,0,0,,23857,Thymidylate synthase ThyX
778,2624,ETNP_90m_PROKKA_202993,29.71,5,5,0,0,0,2.02E4,,,,1,1,1,0,0,0,,23841,Thymidylate synthase ThyX
778,2625,ETNP_100m_particle_PROKKA_126148,29.71,5,5,0,0,0,2.02E4,,,,1,1,1,0,0,0,,23814,Thymidylate synthase ThyX
778,2626,ETNP_160m_PROKKA_105367,29.71,5,5,0,0,0,2.02E4,,,,1,1,1,0,0,0,,23841,Thymidylate synthase ThyX
778,2627,ETNP_100m_PROKKA_69765,29.71,5,5,0,0,0,2.02E4,,,,1,1,1,0,0,0,,23841,Thymidylate synthase ThyX
778,2710,ETNP_110m_PROKKA_06538,29.71,5,5,0,0,0,2.02E4,,,,1,1,1,0,0,0,,23916,Thymidylate synthase ThyX
778,2711,ETNP_100m_PROKKA_78075,29.71,5,5,0,0,0,2.02E4,,,,1,1,1,0,0,0,,23916,Thymidylate synthase ThyX
564,3549,ETNP14_68maa_PROKKA_22181,29.70,3,0,0,0,3,,,,1.79E6,2,2,0,0,0,2,,35388,Sulfotransferase domain protein
777,2460,WP_015897137,29.68,2,2,0,0,0,4.1E5,,,,1,1,1,0,0,0,,59063,hypothetical protein Acidobacterium capsulatum
524,2989,XP_003062868,29.43,3,2,0,0,1,1.22E4,,,5.66E3,2,2,1,0,0,1,,49271,predicted protein  Micromonas pusilla CCMP1545
800,8770,ETNP_160m_PROKKA_158423,29.42,8,8,0,0,0,4.01E5,,,,1,1,1,0,0,0,,13201,50S ribosomal protein L19
756,3078,ETNP_120m_PROKKA_41042,29.41,25,25,0,0,0,2.29E6,,,,2,1,2,0,0,0,Mutation,11085,10 kDa chaperonin
756,3079,ETNP_120m_particle_PROKKA_174147,29.41,25,25,0,0,0,2.29E6,,,,2,1,2,0,0,0,Mutation,11085,10 kDa chaperonin
624,3479,WP_038543753,29.41,2,0,0,1,1,,,,0E0,2,1,0,0,1,1,,80246,carboxysome shell protein Synechococcus sp KORDI-100
791,6349,ETNP_160m_PROKKA_177613,29.41,9,0,0,4,5,,,1.36E5,1.47E5,2,2,0,0,1,1,,24021,Imidazole glycerol phosphate synthase subunit HisF
504,3221,WP_005006310,29.26,1,0,0,0,1,,0E0,,1.84E5,2,2,0,1,0,1,,201912,putative PAS domain protein Nitrospina gracilis
459,3505,ETNP_150m_particle_PROKKA_40616,29.15,3,0,0,3,3,,,9.23E5,6.71E3,1,1,0,0,2,1,,33523,Dihydroorotase
252,2214,ETNP_70m_PROKKA_17840,29.14,2,2,2,2,2,1.53E6,8.39E5,1.53E6,1.72E6,1,1,1,1,2,2,,63511,Metallo-beta-lactamase superfamily protein
252,2215,ETNP14_68maa_PROKKA_103758,29.14,2,2,2,2,2,1.53E6,8.39E5,1.53E6,1.72E6,1,1,1,1,2,2,,65127,Metallo-beta-lactamase superfamily protein
252,2259,ETNP_70m_PROKKA_14144,29.14,2,2,2,2,2,1.53E6,8.39E5,1.53E6,1.72E6,1,1,1,1,2,2,,64954,Metallo-beta-lactamase superfamily protein
252,2620,ETNP_90m_PROKKA_144907,29.14,14,14,14,14,14,1.53E6,8.39E5,1.53E6,1.72E6,1,1,1,1,2,2,,8947,hypothetical protein
579,3195,NP_100m_PROKKA_08459,29.12,5,0,0,0,5,,,,9.95E5,2,2,0,0,0,2,Oxidation (M),50268,Aliphatic amidase expression-regulating protein
579,3522,ETNP_110m_PROKKA_49243,29.12,5,0,0,0,5,,,,9.95E5,2,2,0,0,0,2,Oxidation (M),47623,Aliphatic amidase expression-regulating protein
579,3591,NP_125m_PROKKA_07093,20.18,3,0,0,0,3,,,,4.85E5,1,1,0,0,0,1,Oxidation (M),50268,Aliphatic amidase expression-regulating protein
788,5336,ETNP_160m_PROKKA_209976,29.05,4,0,0,0,4,,,,2.33E4,1,1,0,0,0,1,,38461,hypothetical protein
707,2599,ETNP_90m_PROKKA_195633,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,9924,Sulfur carrier protein CysO
707,2600,ETNP_120m_PROKKA_132529,29.03,11,11,0,0,0,3.13E4,,,,1,1,1,0,0,0,,11502,Sulfur carrier protein CysO
707,2604,ETNP_70m_PROKKA_11459,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,10012,Sulfur carrier protein CysO
707,2721,ETNP_180m_PROKKA_137487,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,10008,Sulfur carrier protein CysO
707,2722,ETNP14_68maa_PROKKA_165371,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,10093,Sulfur carrier protein CysO
707,2723,ETNP_140m_PROKKA_25567,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,10008,Sulfur carrier protein CysO
707,2724,ETNP_300m_PROKKA_137422,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,10008,Sulfur carrier protein CysO
707,2725,ETNP_100m_particle_PROKKA_73834,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,10008,Sulfur carrier protein CysO
707,2726,ETNP_90m_PROKKA_78523,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,10012,Sulfur carrier protein CysO
707,2727,ETNP_90m_PROKKA_67519,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,9941,Sulfur carrier protein CysO
707,2728,ETNP_90m_PROKKA_78522,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,9967,Sulfur carrier protein CysO
707,2729,ETNP_70m_PROKKA_73563,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,10194,Sulfur carrier protein CysO
707,2730,ETNP_160m_PROKKA_208376,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,10008,Sulfur carrier protein CysO
707,2731,ETNP_90m_PROKKA_32306,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,10100,Sulfur carrier protein CysO
707,2732,ETNP_120m_PROKKA_90221,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,10008,Sulfur carrier protein CysO
707,2733,ETNP14_68mB_PROKKA_40666,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,10026,Sulfur carrier protein CysO
707,2734,ETNP14_68mB_PROKKA_138015,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,10063,Sulfur carrier protein CysO
707,2735,ETNP_120m_particle_PROKKA_37031,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,10008,Sulfur carrier protein CysO
707,2736,ETNP_120m_PROKKA_206324,29.03,13,13,0,0,0,3.13E4,,,,1,1,1,0,0,0,,10071,Sulfur carrier protein CysO
852,3024,ETNP_90m_PROKKA_89740,29.00,2,1,0,1,1,1.05E5,,3.71E4,1.56E5,3,3,1,0,1,1,Oxidation (M),138241,hypothetical protein
482,3773,ETNP14_68maa_PROKKA_14177,29.00,1,0,1,1,1,,4.48E4,1.4E5,4.79E5,2,1,0,1,1,2,,102679,Bifunctional uridylyltransferase/uridylyl-removing enzyme
1874,3449,WP_036914994,28.74,10,0,0,5,5,,,1.3E4,4.55E5,2,2,0,0,1,1,,18520,hypothetical protein Prochlorococcus
936,3165,ETNP14_68maa_PROKKA_120626,28.57,5,0,0,2,3,,,2.99E4,1.05E5,3,3,0,0,1,2,,81230,hypothetical protein
490,2200,ETNP14_68mB_PROKKA_118668,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8540,Acyl carrier protein
490,2603,NP_300m_PROKKA_56695,36.46,25,12,13,0,0,7.65E5,3.41E4,,,2,2,2,1,0,0,,8307,Acyl carrier protein
490,2636,ETNP14_120mac_PROKKA_73762,28.53,22,22,0,0,0,7.65E5,,,,1,1,2,0,0,0,,4524,Acyl carrier protein
490,2637,ETNP14_68mB_PROKKA_108521,28.53,19,19,0,0,0,7.65E5,,,,1,1,2,0,0,0,,5096,Acyl carrier protein
490,2638,ETNP14_68maa_PROKKA_170463,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8627,Acyl carrier protein
490,2677,ETNP14_68maa_PROKKA_187859,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8554,Acyl carrier protein
490,2740,NP_85m_PROKKA_32232,28.53,28,28,0,0,0,7.65E5,,,,1,1,2,0,0,0,,3594,Acyl carrier protein
490,2741,ETNP14_68mB_PROKKA_137713,28.53,26,26,0,0,0,7.65E5,,,,1,1,2,0,0,0,,3761,Acyl carrier protein
490,2742,ETNP14_68maa_PROKKA_67061,28.53,26,26,0,0,0,7.65E5,,,,1,1,2,0,0,0,,3709,Acyl carrier protein
490,2743,ETNP14_68maa_PROKKA_143565,28.53,26,26,0,0,0,7.65E5,,,,1,1,2,0,0,0,,3749,Acyl carrier protein
490,2744,NP_300m_PROKKA_23274,28.53,12,12,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8320,Acyl carrier protein
490,2745,ETNP14_120mac_PROKKA_78341,28.53,12,12,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8349,Acyl carrier protein
490,2746,ETNP14_68mB_PROKKA_71513,28.53,12,12,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8440,Acyl carrier protein
490,2747,ETNP14_120mac_PROKKA_71422,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8670,Acyl carrier protein
490,2748,ETNP14_68mB_PROKKA_65137,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8639,Acyl carrier protein
490,2749,ETNP14_68mB_PROKKA_150712,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8594,Acyl carrier protein
490,2750,ETNP14_120mac_PROKKA_83221,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8490,Acyl carrier protein
490,2751,ETNP14_68mB_PROKKA_79543,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8568,Acyl carrier protein
490,2752,ETNP14_68mB_PROKKA_128460,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8554,Acyl carrier protein
490,2753,ETNP14_68mB_PROKKA_105393,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8657,Acyl carrier protein
490,2754,ETNP14_68maa_PROKKA_68350,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8551,Acyl carrier protein
490,2755,ETNP14_68mB_PROKKA_137257,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8492,Acyl carrier protein
490,2756,ETNP14_68maa_PROKKA_106580,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8527,Acyl carrier protein
490,2757,ETNP14_68mB_PROKKA_142025,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8496,Acyl carrier protein
490,2758,ETNP14_68mB_PROKKA_124260,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8529,Acyl carrier protein
490,2759,ETNP14_68mB_PROKKA_44039,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8570,Acyl carrier protein
490,2760,ETNP14_68mB_PROKKA_120887,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8554,Acyl carrier protein
490,2676,ETNP14_68maa_PROKKA_184217,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8576,Acyl carrier protein
490,2761,ETNP14_68mB_PROKKA_30763,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8737,Acyl carrier protein
490,2762,ETNP14_68maa_PROKKA_127056,28.53,11,11,0,0,0,7.65E5,,,,1,1,2,0,0,0,,8670,Acyl carrier protein
595,5472,ETNP_140m_PROKKA_95855,28.52,4,0,0,4,0,,,7.66E4,,1,1,0,0,1,0,Mutation,32429,Malate dehydrogenase
642,3044,ETNP_90m_PROKKA_09102,28.51,2,0,0,0,2,,,,2.54E5,1,1,0,0,0,1,,56679,Pyruvate  phosphate dikinase
642,3045,ETNP14_68maa_PROKKA_69251,28.51,2,0,0,0,2,,,,2.54E5,1,1,0,0,0,1,,56709,Pyruvate  phosphate dikinase
727,5316,ETNP14_68maa_PROKKA_49457,28.42,6,0,0,2,3,,,0E0,1.58E5,2,2,0,0,1,1,,32133,cobalt-precorrin-6Y C(15)-methyltransferase
752,2864,ETNP_180m_PROKKA_120456,28.36,2,2,2,0,0,3.94E4,6.28E4,,,1,1,1,1,0,0,,44858,Spore coat protein SA
752,2865,NP_300m_PROKKA_11528,28.36,2,2,2,0,0,3.94E4,6.28E4,,,1,1,1,1,0,0,,44858,Spore coat protein SA
752,2866,ETNP_120m_free_PROKKA_224153,28.36,2,2,2,0,0,3.94E4,6.28E4,,,1,1,1,1,0,0,,44858,Spore coat protein SA
752,2867,ETNP_120m_PROKKA_209668,28.36,2,2,2,0,0,3.94E4,6.28E4,,,1,1,1,1,0,0,,44858,Spore coat protein SA
1322,2835,WP_051071466,28.21,1,1,0,0,1,1.71E5,,,,2,1,1,0,0,1,,95584,hypothetical protein Ilumatobacter coccineus
561,3073,ETNP_300m_PROKKA_34045,28.17,9,0,0,9,9,,,8.31E4,8.74E5,1,1,0,0,1,2,,14812,hypothetical protein
706,2402,ETNP_120m_PROKKA_70588,28.15,8,8,0,0,0,1.37E4,,,,1,1,1,0,0,0,,21845,hypothetical protein
693,4970,ETNP_150m_particle_PROKKA_40913,28.06,1,0,0,0,1,,,,1.12E5,1,1,0,0,0,1,Mutation,81285,hypothetical protein
513,3333,ETNP14_68maa_PROKKA_104464,28.05,1,0,0,1,0,,,1.73E4,,1,1,0,0,1,0,Mutation,96063,Ribonucleoside-diphosphate reductase 1 subunit alpha
489,3471,WP_034248777,28.04,1,0,0,0,0,,,2.25E5,1.39E6,2,2,0,0,1,1,,203073,hypothetical protein  Arenibacter algicola
316,2024,ETNP_120m_particle_PROKKA_02860,27.91,1,1,0,1,1,4.06E5,,4.08E5,9.42E5,1,1,1,0,3,3,,134936,Calpain family cysteine protease
551,2819,XP_003056277,27.86,2,0,0,0,2,,,,8.98E5,1,1,0,0,0,2,,57637,predicted protein  Micromonas pusilla CCMP1545
1133,3159,XP_003064239,27.77,2,0,0,0,2,,,,,2,0,0,0,0,3,,71635,heat shock protein 70kDa  Micromonas pusilla CCMP1545
1128,2806,ETNP14_68maa_PROKKA_50332,27.75,2,1,0,0,1,2.06E5,,,2.05E4,2,2,1,0,0,1,,98312,putative cadmium-transporting ATPase
1153,3554,ETNP_120m_particle_PROKKA_226404,27.73,2,0,0,1,1,,,0E0,4.04E5,2,2,0,0,1,1,,76828,hypothetical protein
4473,6948,ETNP14_68mB_PROKKA_99822,27.66,7,0,3,0,3,,4.93E4,,3.47E4,2,2,0,1,0,1,,23361,hypothetical protein
1467,3261,ETNP_120m_particle_PROKKA_136987,27.58,2,0,0,0,2,,,,9.15E4,2,2,0,0,0,2,,93076,DNA gyrase subunit B
563,3292,NP_864684,27.58,1,0,0,0,1,,,,1.81E5,1,1,0,0,0,1,Mutation,96955,pyruvate phosphate dikinase Rhodopirellula baltica SH 1
830,3223,WP_012912453,27.53,2,0,1,1,0,,4.77E4,0E0,,2,2,0,1,1,0,,113390,cytochrome C Pirellula staleyi
1454,2782,ETNP_120m_PROKKA_249057,27.44,3,1,0,0,1,,,,3.99E5,2,1,1,0,0,1,,83161,Multicopper oxidase
1342,3472,ETNP14_120maa_PROKKA_35814,27.38,1,0,1,1,0,,9.72E4,,,2,1,0,1,1,0,Mutation,133572,Perchlorate reductase subunit alpha precursor
1271,3981,ETNP_120m_free_PROKKA_15571,27.27,11,0,0,0,11,,,,2.97E4,2,2,0,0,0,2,,27531,Electron transfer flavoprotein subunit beta
870,3426,ETNP_140m_PROKKA_64091,27.07,1,0,1,1,1,,,0E0,3.91E5,2,1,0,2,1,2,,147378,FG-GAP repeat protein
4257,3083,ETNP_140m_PROKKA_143286,27.07,21,21,0,0,0,,,,,2,0,2,0,0,0,,10164,50S ribosomal protein L15
1139,3306,ETNP_160m_PROKKA_132227,27.04,2,0,0,0,2,,,,1.93E5,2,2,0,0,0,2,,104772,Arylsulfatase
1129,2810,WP_013559818,26.98,2,1,0,2,0,1.25E5,,4.86E5,,2,2,1,0,2,0,,96879,chaperone protein ClpB Anaerolinea thermophila
708,2658,ETNP_90m_PROKKA_125408,26.87,4,4,0,0,0,1.22E5,,,,1,1,1,0,0,0,,29327,Outer membrane protein assembly factor BamA
808,2778,ETNP_140m_PROKKA_83784,26.87,12,12,0,0,0,7.45E5,,,,1,1,1,0,0,0,,13440,hypothetical protein
808,2777,ETNP_300m_PROKKA_84268,26.87,13,13,0,0,0,7.45E5,,,,1,1,1,0,0,0,,12417,hypothetical protein
1644,3321,ETNP_70m_PROKKA_68271,26.80,1,0,0,0,1,,,,2.64E5,2,1,0,0,1,1,Oxidation (M),124380,Beta-galactosidase
648,4216,ETNP_120m_particle_PROKKA_06323,26.74,4,0,0,4,0,,,0E0,,1,1,0,0,1,0,,38478,hypothetical protein
1765,4567,ETNP14_120maa_PROKKA_11088,26.72,4,0,2,0,2,,2.78E5,,3.77E6,2,2,0,1,0,1,Mutation,55953,Acylase ACY 1
1353,3601,ETNP_120m_PROKKA_197612,26.68,6,0,0,3,4,,,0E0,0E0,2,2,0,0,1,1,,32475,UvrABC system protein C
634,2295,NP_300m_PROKKA_58861,26.66,6,6,0,6,0,4.33E5,,3.25E4,,1,1,1,0,1,0,,12438,Flagellar assembly protein FliX
657,2076,ETNP14_68maa_PROKKA_65103,26.60,3,3,0,0,0,3.74E5,,,,1,1,1,0,0,0,,53669,Aldehyde dehydrogenase PuuC
781,2780,WP_011294568,26.44,7,7,0,0,0,1.35E5,,,,1,1,1,0,0,0,,18283,hypothetical protein Prochlorococcus
781,2781,WP_038652944,26.44,6,6,0,0,0,1.35E5,,,,1,1,1,0,0,0,,20728,protein family PM-3 Prochlorococcus sp MIT 0801
746,2369,ETNP_90m_PROKKA_73571,26.27,10,10,0,0,0,4.43E5,,,,1,1,1,0,0,0,,13234,hypothetical protein
746,2370,ETNP_100m_particle_PROKKA_104676,26.27,10,10,0,0,0,4.43E5,,,,1,1,1,0,0,0,,13234,hypothetical protein
746,2371,ETNP_100m_PROKKA_01314,26.27,10,10,0,0,0,4.43E5,,,,1,1,1,0,0,0,,13204,hypothetical protein
746,2372,ETNP_140m_PROKKA_116677,26.27,9,9,0,0,0,4.43E5,,,,1,1,1,0,0,0,,14330,hypothetical protein
746,2373,ETNP_120m_PROKKA_211119,26.27,9,9,0,0,0,4.43E5,,,,1,1,1,0,0,0,,15099,hypothetical protein
779,2634,ETNP_100m_PROKKA_66628,26.21,13,13,0,0,0,1.96E5,,,,1,1,1,0,0,0,,9307,Nitrogen fixation protein of unknown function
782,2783,ETNP_100m_particle_PROKKA_32176,26.17,7,7,0,0,0,9.05E5,,,,1,1,1,0,0,0,,14725,hypothetical protein
1923,3900,WP_001103335,26.14,5,0,0,1,4,,,6.94E4,0E0,2,2,0,0,1,1,Carbamidomethylation,88489,transcriptional regulator Acinetobacter baumannii
666,4744,WP_010511451,26.11,1,0,0,1,0,,,1.71E5,,1,1,0,0,1,0,,86101,DNA topoisomerase I SAR324 cluster bacterium SCGC AAA001-C10
1196,5094,ETNP_120m_free_PROKKA_115164,26.01,2,0,1,0,1,,3.7E4,,7.74E5,2,2,0,1,0,1,,96391,MMPL family protein
1455,2873,NP_300m_PROKKA_12056,25.99,2,1,0,0,1,7.61E4,,,2.22E5,2,2,1,0,0,1,,69454,Chaperone protein DnaK
1001,3264,XP_003058122,25.93,1,0,1,0,1,,9.63E4,,4.57E5,2,2,0,1,0,1,,147454,predicted protein  Micromonas pusilla CCMP1545
2262,4055,WP_013561477,25.89,4,0,0,2,2,,,0E0,3.87E3,2,2,0,0,1,1,,70242,ABC transporter substrate binding protein Anaerolinea thermophila
1071,2870,WP_040353358,25.86,3,1,0,0,1,1.93E4,,,6.02E4,2,2,1,0,0,1,,78521,glutamine synthetase  Blastopirellula marina
809,2811,ETNP14_120mab_PROKKA_99920,25.63,7,7,0,0,0,2.34E4,,,,1,1,1,0,0,0,,21451,Flagellin
787,5269,ETNP_90m_PROKKA_67114,25.60,4,0,0,0,4,,,,1.85E5,1,1,0,0,0,1,,33222,hypothetical protein
787,6093,ETNP14_68mB_PROKKA_122568,25.60,6,0,0,0,6,,,,1.85E5,1,1,0,0,0,1,,19942,hypothetical protein
680,2325,WP_020743101,25.58,1,1,0,0,0,1.43E5,,,,1,1,1,0,0,0,,48517,MotATolQExbB proton channel Alteromonas mediterranea
1219,3015,ETNP_120m_free_PROKKA_207694,25.50,4,2,0,1,0,7.34E3,,5.68E5,,2,2,1,0,1,0,Oxidation (M),57567,60 kDa chaperonin
323,4614,ETNP_300m_PROKKA_169898,25.43,1,1,0,1,1,9.52E4,,1.87E5,4.17E4,1,1,2,0,2,2,,56017,Ribonuclease J 1
810,2827,ETNP_120m_free_PROKKA_276029,25.32,13,13,0,0,0,1.19E5,,,,1,1,1,0,0,0,,8952,Nitrogen fixation protein of unknown function
896,3197,WP_014436575,25.13,2,0,0,0,2,,,,2.1E6,2,2,0,0,0,3,,102043,alanyl-tRNA synthetase Phycisphaera mikurensis
1147,3440,ETNP_120m_PROKKA_138725,24.95,3,0,0,0,3,,,,1.1E6,2,2,0,0,0,2,,66355,hypothetical protein
1635,2875,XP_003079224,24.92,4,4,0,0,0,2.41E5,,,,2,2,2,0,0,0,,53326,myb family transcription factor-like ISS  Ostreococcus tauri
834,3235,XP_003058054,24.81,0,0,0,0,0,,,,3.76E4,2,1,0,0,0,2,,701830,predicted protein  Micromonas pusilla CCMP1545
405,4992,ETNP_120m_PROKKA_216545,24.80,10,0,0,10,0,,,9.94E5,,1,1,0,0,2,0,,9575,hypothetical protein
405,5000,ETNP_180m_PROKKA_192525,24.80,6,0,0,6,0,,,9.94E5,,1,1,0,0,2,0,,15582,hypothetical protein
766,6264,ETNP14_68maa_PROKKA_33844,24.69,3,0,0,0,3,,,,1.95E4,1,1,0,0,0,1,,35453,3-beta hydroxysteroid dehydrogenase/isomerase family protein
640,2947,ETNP14_68mB_PROKKA_99870,24.66,3,3,0,0,3,6.47E5,,,6.48E5,1,1,1,0,0,1,,27929,hypothetical protein
404,3157,WP_013559650,24.57,1,0,0,1,0,,,2.47E5,,1,1,0,0,3,0,,122808,phosphohydrolase Anaerolinea thermophila
1247,3592,NP_868707,24.43,3,0,1,0,1,,0E0,,0E0,2,2,0,1,0,1,,99459,ClpB protein Rhodopirellula baltica SH 1
2212,3154,ADB27565,24.41,2,1,0,1,0,1.67E5,,1.64E5,,2,2,1,0,1,0,Carbamidomethylation,105154,chaperonin ClpC chloroplast  Thalassiosira oceanica CCMP1005
591,5693,ETNP_120m_PROKKA_270784,24.32,1,0,0,0,1,,,,,1,0,0,0,0,2,,37048,Ferredoxin--NADP reductase
591,7979,ETNP_120m_free_PROKKA_62195,24.32,3,0,0,0,3,,,,,1,0,0,0,0,2,,19657,transcription factor
